0	1	2	3	4	1_binned	2_binned	3_binned	4_binned
1	1.584	-0.159	-1.264	0.965	(1.267, 1.663]	(-0.39, -0.0025]	(-1.358, -0.897]	(0.884, 1.084]
1	0.785	-0.15	-1.408	0.87	(0.745, 0.881]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.727, 0.884]
1	1.688	0.776	-0.115	0.78	(1.663, 5.331]	(0.729, 1.236]	(-0.498, -0.0495]	(0.727, 0.884]
0	0.374	-1.282	1.521	1.163	(0.274, 0.463]	(-2.36, -1.216]	(1.272, 1.743]	(1.084, 1.27]
1	0.697	0.363	0.412	0.75	(0.617, 0.745]	(-0.0025, 0.383]	(-0.0495, 0.416]	(0.727, 0.884]
0	0.927	0.369	0.48	0.409	(0.881, 1.045]	(-0.0025, 0.383]	(0.416, 0.796]	(0.376, 0.56]
0	0.582	-0.701	0.489	0.402	(0.463, 0.617]	(-0.727, -0.39]	(0.416, 0.796]	(0.376, 0.56]
0	1.087	-1.739	-0.368	1.715	(1.045, 1.267]	(-2.36, -1.216]	(-0.498, -0.0495]	(1.578, 5.7]
1	0.579	0.926	1.156	1.082	(0.463, 0.617]	(0.729, 1.236]	(0.796, 1.272]	(0.884, 1.084]
0	2.94	-0.749	-0.158	1.248	(1.663, 5.331]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.084, 1.27]
1	0.964	0.515	-1.484	0.076	(0.881, 1.045]	(0.383, 0.729]	(-1.742, -1.358]	(0.018, 0.376]
1	0.348	0.655	-1.708	1.663	(0.274, 0.463]	(0.383, 0.729]	(-1.742, -1.358]	(1.578, 5.7]
1	1.255	-0.446	0.556	1.346	(1.045, 1.267]	(-0.727, -0.39]	(0.416, 0.796]	(1.27, 1.578]
1	0.892	0.445	1.054	0.665	(0.881, 1.045]	(0.383, 0.729]	(0.796, 1.272]	(0.56, 0.727]
0	1.046	1.044	-1.439	0.448	(1.045, 1.267]	(0.729, 1.236]	(-1.742, -1.358]	(0.376, 0.56]
1	0.501	1.726	0.726	1.09	(0.463, 0.617]	(1.236, 2.43]	(0.416, 0.796]	(1.084, 1.27]
0	1.345	0.102	-0.419	0.473	(1.267, 1.663]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.376, 0.56]
1	0.799	1.094	0.758	1.387	(0.745, 0.881]	(0.729, 1.236]	(0.416, 0.796]	(1.27, 1.578]
0	0.77	-2.237	0.267	0.631	(0.745, 0.881]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.56, 0.727]
0	1.141	0.389	0.124	1.332	(1.045, 1.267]	(0.383, 0.729]	(-0.0495, 0.416]	(1.27, 1.578]
0	0.437	1.138	-0.669	1.578	(0.274, 0.463]	(0.729, 1.236]	(-0.897, -0.498]	(1.27, 1.578]
1	0.699	1.188	0.119	0.414	(0.617, 0.745]	(0.729, 1.236]	(-0.0495, 0.416]	(0.376, 0.56]
1	0.837	-0.774	-1.407	0.914	(0.745, 0.881]	(-1.216, -0.727]	(-1.742, -1.358]	(0.884, 1.084]
1	0.843	-0.778	-0.682	0.635	(0.745, 0.881]	(-1.216, -0.727]	(-0.897, -0.498]	(0.56, 0.727]
0	1.088	1.003	-0.458	0.775	(1.045, 1.267]	(0.729, 1.236]	(-0.498, -0.0495]	(0.727, 0.884]
1	1.053	1.552	1.206	0.309	(1.045, 1.267]	(1.236, 2.43]	(0.796, 1.272]	(0.018, 0.376]
1	0.724	0.63	0.129	0.876	(0.617, 0.745]	(0.383, 0.729]	(-0.0495, 0.416]	(0.727, 0.884]
0	1.28	0.201	-1.389	0.264	(1.267, 1.663]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.018, 0.376]
0	1.262	-0.761	0.463	0.878	(1.045, 1.267]	(-1.216, -0.727]	(0.416, 0.796]	(0.727, 0.884]
0	1.72	-0.734	-1.009	1.157	(1.663, 5.331]	(-1.216, -0.727]	(-1.358, -0.897]	(1.084, 1.27]
0	0.8	-1.072	1.459	0.526	(0.745, 0.881]	(-1.216, -0.727]	(1.272, 1.743]	(0.376, 0.56]
0	1.049	-0.446	-1.071	0.943	(1.045, 1.267]	(-0.727, -0.39]	(-1.358, -0.897]	(0.884, 1.084]
0	1.14	-0.34	0.879	0.637	(1.045, 1.267]	(-0.39, -0.0025]	(0.796, 1.272]	(0.56, 0.727]
0	0.66	0.523	0.503	0.993	(0.617, 0.745]	(0.383, 0.729]	(0.416, 0.796]	(0.884, 1.084]
0	0.489	0.172	-0.062	1.035	(0.463, 0.617]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.884, 1.084]
1	0.716	-0.646	-1.613	1.112	(0.617, 0.745]	(-0.727, -0.39]	(-1.742, -1.358]	(1.084, 1.27]
0	0.6	-0.217	-1.315	2.162	(0.463, 0.617]	(-0.39, -0.0025]	(-1.358, -0.897]	(1.578, 5.7]
0	0.69	0.674	0.3	1.425	(0.617, 0.745]	(0.383, 0.729]	(-0.0495, 0.416]	(1.27, 1.578]
1	0.618	0.679	-0.928	0.364	(0.617, 0.745]	(0.383, 0.729]	(-1.358, -0.897]	(0.018, 0.376]
1	1.066	0.573	-0.987	1.731	(1.045, 1.267]	(0.383, 0.729]	(-1.358, -0.897]	(1.578, 5.7]
1	1.524	0.978	-1.113	1.403	(1.267, 1.663]	(0.729, 1.236]	(-1.358, -0.897]	(1.27, 1.578]
1	0.586	-0.235	1.458	1.141	(0.463, 0.617]	(-0.39, -0.0025]	(1.272, 1.743]	(1.084, 1.27]
0	0.525	0.274	-1.558	0.587	(0.463, 0.617]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.56, 0.727]
1	0.535	1.657	0.294	0.931	(0.463, 0.617]	(1.236, 2.43]	(-0.0495, 0.416]	(0.884, 1.084]
0	0.327	0.849	-1.103	1.033	(0.274, 0.463]	(0.729, 1.236]	(-1.358, -0.897]	(0.884, 1.084]
0	1.009	-0.406	-0.26	0.421	(0.881, 1.045]	(-0.727, -0.39]	(-0.498, -0.0495]	(0.376, 0.56]
1	0.762	-0.592	-0.426	1.483	(0.745, 0.881]	(-0.727, -0.39]	(-0.498, -0.0495]	(1.27, 1.578]
1	0.348	-1.296	-1.022	1.345	(0.274, 0.463]	(-2.36, -1.216]	(-1.358, -0.897]	(1.27, 1.578]
1	1.363	-1.564	1.381	0.684	(1.267, 1.663]	(-2.36, -1.216]	(1.272, 1.743]	(0.56, 0.727]
1	0.727	-1.194	1.245	0.328	(0.617, 0.745]	(-1.216, -0.727]	(0.796, 1.272]	(0.018, 0.376]
1	0.53	-1.092	0.801	1.341	(0.463, 0.617]	(-1.216, -0.727]	(0.796, 1.272]	(1.27, 1.578]
0	0.533	-1.281	-0.041	1.6	(0.463, 0.617]	(-2.36, -1.216]	(-0.0495, 0.416]	(1.578, 5.7]
0	0.83	-0.425	0.532	1.999	(0.745, 0.881]	(-0.727, -0.39]	(0.416, 0.796]	(1.578, 5.7]
0	1.344	0.591	-0.856	0.606	(1.267, 1.663]	(0.383, 0.729]	(-0.897, -0.498]	(0.56, 0.727]
1	0.667	0.527	0.146	1.385	(0.617, 0.745]	(0.383, 0.729]	(-0.0495, 0.416]	(1.27, 1.578]
1	1.47	-0.196	1.517	1.281	(1.267, 1.663]	(-0.39, -0.0025]	(1.272, 1.743]	(1.27, 1.578]
0	0.824	-0.572	0.445	1.562	(0.745, 0.881]	(-0.727, -0.39]	(0.416, 0.796]	(1.27, 1.578]
0	1.107	0.185	0.511	1.841	(1.045, 1.267]	(-0.0025, 0.383]	(0.416, 0.796]	(1.578, 5.7]
1	1.16	0.148	-1.481	1.052	(1.045, 1.267]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.884, 1.084]
0	1.125	-0.023	0.571	2.183	(1.045, 1.267]	(-0.39, -0.0025]	(0.416, 0.796]	(1.578, 5.7]
0	0.572	-1.082	1.237	0.366	(0.463, 0.617]	(-1.216, -0.727]	(0.796, 1.272]	(0.018, 0.376]
1	0.822	-0.424	0.85	0.847	(0.745, 0.881]	(-0.727, -0.39]	(0.796, 1.272]	(0.727, 0.884]
1	0.814	1.536	0.768	1.029	(0.745, 0.881]	(1.236, 2.43]	(0.416, 0.796]	(0.884, 1.084]
0	0.435	0.596	0.383	1.381	(0.274, 0.463]	(0.383, 0.729]	(-0.0495, 0.416]	(1.27, 1.578]
0	0.282	1.717	-0.049	0.691	(0.274, 0.463]	(1.236, 2.43]	(-0.0495, 0.416]	(0.56, 0.727]
0	0.967	-1.856	1.209	1.11	(0.881, 1.045]	(-2.36, -1.216]	(0.796, 1.272]	(1.084, 1.27]
1	1.55	0.155	-0.658	1.057	(1.267, 1.663]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.884, 1.084]
0	0.663	0.443	1.595	1.656	(0.617, 0.745]	(0.383, 0.729]	(1.272, 1.743]	(1.578, 5.7]
0	1.217	0.824	-0.703	1.283	(1.045, 1.267]	(0.729, 1.236]	(-0.897, -0.498]	(1.27, 1.578]
1	0.364	-0.536	-0.68	1.876	(0.274, 0.463]	(-0.727, -0.39]	(-0.897, -0.498]	(1.578, 5.7]
1	0.464	-1.659	-1.709	0.751	(0.463, 0.617]	(-2.36, -1.216]	(-1.742, -1.358]	(0.727, 0.884]
0	0.818	-0.167	0.712	0.375	(0.745, 0.881]	(-0.39, -0.0025]	(0.416, 0.796]	(0.018, 0.376]
0	0.685	-0.068	-0.902	0.591	(0.617, 0.745]	(-0.39, -0.0025]	(-1.358, -0.897]	(0.56, 0.727]
1	0.759	-2.048	-0.172	0.868	(0.745, 0.881]	(-2.36, -1.216]	(-0.498, -0.0495]	(0.727, 0.884]
1	1.083	-0.26	1.273	0.503	(1.045, 1.267]	(-0.39, -0.0025]	(1.272, 1.743]	(0.376, 0.56]
1	1.112	0.889	-0.073	1.016	(1.045, 1.267]	(0.729, 1.236]	(-0.498, -0.0495]	(0.884, 1.084]
1	0.888	0.302	-0.757	0.95	(0.881, 1.045]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.884, 1.084]
1	1.774	1.677	1.585	0.296	(1.663, 5.331]	(1.236, 2.43]	(1.272, 1.743]	(0.018, 0.376]
0	1.123	-0.804	0.993	1.18	(1.045, 1.267]	(-1.216, -0.727]	(0.796, 1.272]	(1.084, 1.27]
0	0.548	0.383	-1.439	4.161	(0.463, 0.617]	(-0.0025, 0.383]	(-1.742, -1.358]	(1.578, 5.7]
0	0.401	-0.234	-0.005	1.731	(0.274, 0.463]	(-0.39, -0.0025]	(-0.0495, 0.416]	(1.578, 5.7]
1	3.088	-0.69	0.845	1.949	(1.663, 5.331]	(-0.727, -0.39]	(0.796, 1.272]	(1.578, 5.7]
0	1.214	-0.221	0.144	0.294	(1.045, 1.267]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.018, 0.376]
1	0.618	-0.874	-0.632	0.707	(0.617, 0.745]	(-1.216, -0.727]	(-0.897, -0.498]	(0.56, 0.727]
1	1.461	-0.927	0.604	0.819	(1.267, 1.663]	(-1.216, -0.727]	(0.416, 0.796]	(0.727, 0.884]
0	0.494	-1.134	0.454	0.806	(0.463, 0.617]	(-1.216, -0.727]	(0.416, 0.796]	(0.727, 0.884]
1	1.475	-0.207	-1.642	0.893	(1.267, 1.663]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.884, 1.084]
1	1.268	-0.136	-0.667	0.937	(1.267, 1.663]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.884, 1.084]
0	0.293	-0.924	1.135	0.274	(0.274, 0.463]	(-1.216, -0.727]	(0.796, 1.272]	(0.018, 0.376]
0	0.344	-1.962	0.923	0.828	(0.274, 0.463]	(-2.36, -1.216]	(0.796, 1.272]	(0.727, 0.884]
1	2.268	0.002	-1.467	0.716	(1.663, 5.331]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.56, 0.727]
0	0.652	-1.514	-0.848	0.754	(0.617, 0.745]	(-2.36, -1.216]	(-0.897, -0.498]	(0.727, 0.884]
0	1.156	-0.306	-0.768	0.686	(1.045, 1.267]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.56, 0.727]
1	0.481	1.567	1.452	0.725	(0.463, 0.617]	(1.236, 2.43]	(1.272, 1.743]	(0.56, 0.727]
1	2.003	-1.935	-0.837	0.898	(1.663, 5.331]	(-2.36, -1.216]	(-0.897, -0.498]	(0.884, 1.084]
0	1.419	-0.405	1.666	0.851	(1.267, 1.663]	(-0.727, -0.39]	(1.272, 1.743]	(0.727, 0.884]
0	1.712	0.807	-0.387	0.438	(1.663, 5.331]	(0.729, 1.236]	(-0.498, -0.0495]	(0.376, 0.56]
0	0.997	-0.06	-1.725	0.858	(0.881, 1.045]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.727, 0.884]
1	0.897	-1.121	-0.198	0.872	(0.881, 1.045]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.727, 0.884]
0	0.777	-1.08	0.919	0.336	(0.745, 0.881]	(-1.216, -0.727]	(0.796, 1.272]	(0.018, 0.376]
1	1.037	-0.235	1.71	1.065	(0.881, 1.045]	(-0.39, -0.0025]	(1.272, 1.743]	(0.884, 1.084]
0	0.776	-1.201	1.187	0.94	(0.745, 0.881]	(-1.216, -0.727]	(0.796, 1.272]	(0.884, 1.084]
1	0.3	1.489	0.71	1.582	(0.274, 0.463]	(1.236, 2.43]	(0.416, 0.796]	(1.578, 5.7]
1	1.054	1.127	-0.895	1.464	(1.045, 1.267]	(0.729, 1.236]	(-0.897, -0.498]	(1.27, 1.578]
1	0.771	-0.245	-0.555	0.331	(0.745, 0.881]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.018, 0.376]
0	0.497	-0.892	0.853	2.375	(0.463, 0.617]	(-1.216, -0.727]	(0.796, 1.272]	(1.578, 5.7]
0	0.416	0.392	-0.759	1.281	(0.274, 0.463]	(0.383, 0.729]	(-0.897, -0.498]	(1.27, 1.578]
0	0.708	-0.845	1.199	1.922	(0.617, 0.745]	(-1.216, -0.727]	(0.796, 1.272]	(1.578, 5.7]
0	0.66	0.162	1.201	1.598	(0.617, 0.745]	(-0.0025, 0.383]	(0.796, 1.272]	(1.578, 5.7]
1	1.633	1.751	0.564	1.253	(1.267, 1.663]	(1.236, 2.43]	(0.416, 0.796]	(1.084, 1.27]
1	1.128	-0.57	1.282	1.171	(1.045, 1.267]	(-0.727, -0.39]	(1.272, 1.743]	(1.084, 1.27]
0	0.668	2.43	0.58	1.473	(0.617, 0.745]	(1.236, 2.43]	(0.416, 0.796]	(1.27, 1.578]
0	0.287	1.741	-0.97	1.391	(0.274, 0.463]	(1.236, 2.43]	(-1.358, -0.897]	(1.27, 1.578]
0	1.119	-0.729	1.165	1.498	(1.045, 1.267]	(-1.216, -0.727]	(0.796, 1.272]	(1.27, 1.578]
1	1.094	0.03	1.577	0.553	(1.045, 1.267]	(-0.0025, 0.383]	(1.272, 1.743]	(0.376, 0.56]
0	3.461	-0.384	0.379	0.272	(1.663, 5.331]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.018, 0.376]
1	0.816	1.238	-0.4	0.827	(0.745, 0.881]	(1.236, 2.43]	(-0.498, -0.0495]	(0.727, 0.884]
0	2.46	1.484	0.505	0.705	(1.663, 5.331]	(1.236, 2.43]	(0.416, 0.796]	(0.56, 0.727]
0	0.92	0.014	1.698	2.818	(0.881, 1.045]	(-0.0025, 0.383]	(1.272, 1.743]	(1.578, 5.7]
0	1.293	0.725	1.252	1.644	(1.267, 1.663]	(0.383, 0.729]	(0.796, 1.272]	(1.578, 5.7]
0	0.33	0.885	1.074	1.794	(0.274, 0.463]	(0.729, 1.236]	(0.796, 1.272]	(1.578, 5.7]
0	0.656	1.392	1.554	0.67	(0.617, 0.745]	(1.236, 2.43]	(1.272, 1.743]	(0.56, 0.727]
1	0.423	-2.302	0.267	1.01	(0.274, 0.463]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.884, 1.084]
1	1.873	1.06	0.675	0.788	(1.663, 5.331]	(0.729, 1.236]	(0.416, 0.796]	(0.727, 0.884]
1	1.276	0.166	1.592	0.361	(1.267, 1.663]	(-0.0025, 0.383]	(1.272, 1.743]	(0.018, 0.376]
1	1.089	1.49	-0.347	0.779	(1.045, 1.267]	(1.236, 2.43]	(-0.498, -0.0495]	(0.727, 0.884]
0	0.953	-0.251	0.904	0.959	(0.881, 1.045]	(-0.39, -0.0025]	(0.796, 1.272]	(0.884, 1.084]
1	0.308	-2.192	0.89	0.521	(0.274, 0.463]	(-2.36, -1.216]	(0.796, 1.272]	(0.376, 0.56]
0	1.462	0.573	-0.047	1.309	(1.267, 1.663]	(0.383, 0.729]	(-0.0495, 0.416]	(1.27, 1.578]
0	1.58	-1.134	-0.592	0.443	(1.267, 1.663]	(-1.216, -0.727]	(-0.897, -0.498]	(0.376, 0.56]
1	1.909	0.355	1.698	1.529	(1.663, 5.331]	(-0.0025, 0.383]	(1.272, 1.743]	(1.27, 1.578]
1	1.415	0.643	-0.145	1.454	(1.267, 1.663]	(0.383, 0.729]	(-0.498, -0.0495]	(1.27, 1.578]
1	0.652	0.252	-1.499	1.384	(0.617, 0.745]	(-0.0025, 0.383]	(-1.742, -1.358]	(1.27, 1.578]
0	1.189	-0.13	-0.622	0.682	(1.045, 1.267]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.56, 0.727]
1	0.968	-0.533	1.53	0.743	(0.881, 1.045]	(-0.727, -0.39]	(1.272, 1.743]	(0.727, 0.884]
0	0.406	1.366	1.61	0.781	(0.274, 0.463]	(1.236, 2.43]	(1.272, 1.743]	(0.727, 0.884]
1	0.447	1.908	0.46	1.002	(0.274, 0.463]	(1.236, 2.43]	(0.416, 0.796]	(0.884, 1.084]
0	1.383	-0.57	-0.27	0.35	(1.267, 1.663]	(-0.727, -0.39]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.544	1.659	1.034	0.499	(0.463, 0.617]	(1.236, 2.43]	(0.796, 1.272]	(0.376, 0.56]
0	0.97	-0.085	0.092	1.275	(0.881, 1.045]	(-0.39, -0.0025]	(-0.0495, 0.416]	(1.27, 1.578]
0	0.35	-1.924	0.103	1.524	(0.274, 0.463]	(-2.36, -1.216]	(-0.0495, 0.416]	(1.27, 1.578]
1	0.871	-0.232	-0.624	0.37	(0.745, 0.881]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.018, 0.376]
0	1.059	0.15	0.915	1.409	(1.045, 1.267]	(-0.0025, 0.383]	(0.796, 1.272]	(1.27, 1.578]
0	1.475	-0.47	-1.039	1.301	(1.267, 1.663]	(-0.727, -0.39]	(-1.358, -0.897]	(1.27, 1.578]
0	4.249	0.396	1.708	1.297	(1.663, 5.331]	(0.383, 0.729]	(1.272, 1.743]	(1.27, 1.578]
1	1.019	0.379	-1.129	0.51	(0.881, 1.045]	(-0.0025, 0.383]	(-1.358, -0.897]	(0.376, 0.56]
1	0.596	0.983	0.343	0.54	(0.463, 0.617]	(0.729, 1.236]	(-0.0495, 0.416]	(0.376, 0.56]
0	1.13	0.638	-0.23	1.695	(1.045, 1.267]	(0.383, 0.729]	(-0.498, -0.0495]	(1.578, 5.7]
0	0.722	1.565	-0.654	0.779	(0.617, 0.745]	(1.236, 2.43]	(-0.897, -0.498]	(0.727, 0.884]
0	0.618	0.383	-1.335	1.571	(0.617, 0.745]	(-0.0025, 0.383]	(-1.358, -0.897]	(1.27, 1.578]
0	0.914	0.618	-0.486	0.91	(0.881, 1.045]	(0.383, 0.729]	(-0.498, -0.0495]	(0.884, 1.084]
0	0.503	1.34	0.288	0.767	(0.463, 0.617]	(1.236, 2.43]	(-0.0495, 0.416]	(0.727, 0.884]
1	0.843	0.279	0.455	1.342	(0.745, 0.881]	(-0.0025, 0.383]	(0.416, 0.796]	(1.27, 1.578]
1	0.694	0.222	-1.514	0.771	(0.617, 0.745]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.727, 0.884]
1	0.392	2.157	-1.651	0.639	(0.274, 0.463]	(1.236, 2.43]	(-1.742, -1.358]	(0.56, 0.727]
0	2.519	-0.075	0.013	0.113	(1.663, 5.331]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.018, 0.376]
0	0.989	-0.344	0.276	0.696	(0.881, 1.045]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.56, 0.727]
1	0.917	-0.215	0.091	0.536	(0.881, 1.045]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.376, 0.56]
1	0.709	0.204	0.206	0.982	(0.617, 0.745]	(-0.0025, 0.383]	(-0.0495, 0.416]	(0.884, 1.084]
1	0.82	1.391	0.467	0.88	(0.745, 0.881]	(1.236, 2.43]	(0.416, 0.796]	(0.727, 0.884]
1	0.975	0.385	0.742	1.025	(0.881, 1.045]	(0.383, 0.729]	(0.416, 0.796]	(0.884, 1.084]
0	1.113	0.476	0.374	0.462	(1.045, 1.267]	(0.383, 0.729]	(-0.0495, 0.416]	(0.376, 0.56]
1	1.436	-0.799	-0.729	0.619	(1.267, 1.663]	(-1.216, -0.727]	(-0.897, -0.498]	(0.56, 0.727]
0	1.126	1.239	-0.945	2.182	(1.045, 1.267]	(1.236, 2.43]	(-1.358, -0.897]	(1.578, 5.7]
1	0.597	-1.139	0.845	0.864	(0.463, 0.617]	(-1.216, -0.727]	(0.796, 1.272]	(0.727, 0.884]
0	0.602	1.322	0.398	0.505	(0.463, 0.617]	(1.236, 2.43]	(-0.0495, 0.416]	(0.376, 0.56]
1	0.845	0.653	-1.409	0.498	(0.745, 0.881]	(0.383, 0.729]	(-1.742, -1.358]	(0.376, 0.56]
0	1.273	-0.436	0.729	0.781	(1.267, 1.663]	(-0.727, -0.39]	(0.416, 0.796]	(0.727, 0.884]
0	1.311	-1.875	0.238	0.473	(1.267, 1.663]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.376, 0.56]
0	1.038	1.163	-1.259	0.345	(0.881, 1.045]	(0.729, 1.236]	(-1.358, -0.897]	(0.018, 0.376]
0	0.729	0.411	0.935	0.267	(0.617, 0.745]	(0.383, 0.729]	(0.796, 1.272]	(0.018, 0.376]
1	1.175	0.725	1.159	1.683	(1.045, 1.267]	(0.383, 0.729]	(0.796, 1.272]	(1.578, 5.7]
1	0.284	-1.252	-1.64	0.604	(0.274, 0.463]	(-2.36, -1.216]	(-1.742, -1.358]	(0.56, 0.727]
0	0.734	-1.009	-1.301	0.942	(0.617, 0.745]	(-1.216, -0.727]	(-1.358, -0.897]	(0.884, 1.084]
1	0.361	-0.003	1.168	1.35	(0.274, 0.463]	(-0.39, -0.0025]	(0.796, 1.272]	(1.27, 1.578]
1	0.413	1.253	1.293	1.546	(0.274, 0.463]	(1.236, 2.43]	(1.272, 1.743]	(1.27, 1.578]
0	1.018	0.183	-0.998	0.784	(0.881, 1.045]	(-0.0025, 0.383]	(-1.358, -0.897]	(0.727, 0.884]
0	1.709	0.49	-0.954	1.522	(1.663, 5.331]	(0.383, 0.729]	(-1.358, -0.897]	(1.27, 1.578]
1	0.289	1.879	1.184	0.791	(0.274, 0.463]	(1.236, 2.43]	(0.796, 1.272]	(0.727, 0.884]
1	1.161	0.041	1.101	1.481	(1.045, 1.267]	(-0.0025, 0.383]	(0.796, 1.272]	(1.27, 1.578]
0	1.326	1.11	-0.13	0.57	(1.267, 1.663]	(0.729, 1.236]	(-0.498, -0.0495]	(0.56, 0.727]
1	1.096	-1.541	0.984	1.706	(1.045, 1.267]	(-2.36, -1.216]	(0.796, 1.272]	(1.578, 5.7]
1	1.191	-0.268	-1.276	2.063	(1.045, 1.267]	(-0.39, -0.0025]	(-1.358, -0.897]	(1.578, 5.7]
0	0.759	-1.418	1.172	0.65	(0.745, 0.881]	(-2.36, -1.216]	(0.796, 1.272]	(0.56, 0.727]
0	1.236	1.322	0.317	0.169	(1.045, 1.267]	(1.236, 2.43]	(-0.0495, 0.416]	(0.018, 0.376]
0	0.45	-2.087	1.15	1.544	(0.274, 0.463]	(-2.36, -1.216]	(0.796, 1.272]	(1.27, 1.578]
0	2.366	-0.595	-1.355	0.526	(1.663, 5.331]	(-0.727, -0.39]	(-1.358, -0.897]	(0.376, 0.56]
1	0.359	-1.239	1.738	1.588	(0.274, 0.463]	(-2.36, -1.216]	(1.272, 1.743]	(1.578, 5.7]
1	1.344	-1.03	1.373	0.906	(1.267, 1.663]	(-1.216, -0.727]	(1.272, 1.743]	(0.884, 1.084]
1	1.208	0.075	-0.296	0.776	(1.045, 1.267]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.727, 0.884]
0	1.14	0.471	1.05	0.777	(1.045, 1.267]	(0.383, 0.729]	(0.796, 1.272]	(0.727, 0.884]
1	1.304	1.335	0.02	0.452	(1.267, 1.663]	(1.236, 2.43]	(-0.0495, 0.416]	(0.376, 0.56]
0	1.495	0.446	-1.127	0.129	(1.267, 1.663]	(0.383, 0.729]	(-1.358, -0.897]	(0.018, 0.376]
0	0.404	-1.346	-0.448	1.259	(0.274, 0.463]	(-2.36, -1.216]	(-0.498, -0.0495]	(1.084, 1.27]
1	0.782	0.424	1.487	0.621	(0.745, 0.881]	(0.383, 0.729]	(1.272, 1.743]	(0.56, 0.727]
1	0.68	-0.393	0.703	1.655	(0.617, 0.745]	(-0.727, -0.39]	(0.416, 0.796]	(1.578, 5.7]
0	0.556	-0.32	0.031	1.343	(0.463, 0.617]	(-0.39, -0.0025]	(-0.0495, 0.416]	(1.27, 1.578]
0	1.772	0.215	-1.304	0.59	(1.663, 5.331]	(-0.0025, 0.383]	(-1.358, -0.897]	(0.56, 0.727]
0	1.744	-0.554	-0.571	1.66	(1.663, 5.331]	(-0.727, -0.39]	(-0.897, -0.498]	(1.578, 5.7]
1	0.711	-1.553	-0.87	0.532	(0.617, 0.745]	(-2.36, -1.216]	(-0.897, -0.498]	(0.376, 0.56]
1	1.11	-1.111	1.663	0.573	(1.045, 1.267]	(-1.216, -0.727]	(1.272, 1.743]	(0.56, 0.727]
1	1.752	-0.15	0.386	0.593	(1.663, 5.331]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.56, 0.727]
0	0.473	0.506	-1.549	0.935	(0.463, 0.617]	(0.383, 0.729]	(-1.742, -1.358]	(0.884, 1.084]
1	0.917	-1.681	0.145	0.334	(0.881, 1.045]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.018, 0.376]
1	0.971	0.163	0.778	1.031	(0.881, 1.045]	(-0.0025, 0.383]	(0.416, 0.796]	(0.884, 1.084]
1	1.59	0.352	-1.421	2.307	(1.267, 1.663]	(-0.0025, 0.383]	(-1.742, -1.358]	(1.578, 5.7]
1	0.568	1.035	0.16	0.449	(0.463, 0.617]	(0.729, 1.236]	(-0.0495, 0.416]	(0.376, 0.56]
1	1.557	-0.936	0.623	1.151	(1.267, 1.663]	(-1.216, -0.727]	(0.416, 0.796]	(1.084, 1.27]
0	1.505	-0.075	0.554	0.589	(1.267, 1.663]	(-0.39, -0.0025]	(0.416, 0.796]	(0.56, 0.727]
1	0.449	1.02	1.663	1.393	(0.274, 0.463]	(0.729, 1.236]	(1.272, 1.743]	(1.27, 1.578]
1	1.106	0.979	0.037	0.767	(1.045, 1.267]	(0.729, 1.236]	(-0.0495, 0.416]	(0.727, 0.884]
1	1.638	0.507	0.156	0.644	(1.267, 1.663]	(0.383, 0.729]	(-0.0495, 0.416]	(0.56, 0.727]
0	0.579	-0.464	0.589	0.457	(0.463, 0.617]	(-0.727, -0.39]	(0.416, 0.796]	(0.376, 0.56]
0	0.803	0.002	-0.447	1.649	(0.745, 0.881]	(-0.0025, 0.383]	(-0.498, -0.0495]	(1.578, 5.7]
0	1.647	1.027	-0.92	0.341	(1.267, 1.663]	(0.729, 1.236]	(-1.358, -0.897]	(0.018, 0.376]
1	0.765	0.253	-0.11	0.346	(0.745, 0.881]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.018, 0.376]
